 	1A2	1B3	MCV6	MCV8	BIV1-	BIV1+
Med7	1.644201654	1.682931602	2.023074492	1.988247638	2.07366612	1.825742063
Mef2a	0.363137212	0.493347891	0.160146982	0.327831458	0.293050305	0.583934999
Mef2b	-0.313816447	-0.406827295	-0.502580076	-0.424402819	-0.004736777	-0.147367119
Mef2c	-1.448319691	-1.300594964	-0.390116028	0.381615972	-0.539616983	0.591430706
Mef2d	1.117222781	1.124056147	0.499897409	0.888113189	0.395230124	0.881134304
Meis1	-0.359766973	-0.385471501	0.077443612	-0.4054862	-0.774645545	-0.359644217
Meis2	0.476958353	0.504074772	0.654600308	0.41750696	-0.06794537	0.718438955
Meis3	0.163402397	-0.156336406	-0.327831804	-0.467974894	-0.18418244	-0.024475712
Men1	0.567380683	0.611041145	0.19704312	0.229342467	0.378225043	0.168148394
Meox1	-0.778105367	-1.020738035	-1.336403346	-1.216036203	-0.730729364	-1.813506424
Meox2	-2.684289359	0.161938966	-2.744214169	-0.316195719	-2.506501384	-2.543801746
Mesp1	-0.157003665	-0.208571217	-0.268421238	-0.390115616	-0.439125194	-0.608418198
Mesp2	-0.496497246	-0.660275575	-0.447827675	-1.011622431	-1.04497058	-1.0103165
Mettl3	1.48974191	1.566334521	1.643634747	1.302701178	1.493991487	1.249593718
Mga	0.096495342	0.229615874	0.245579841	0.407199857	0.578333752	0.266786192
Mier1	0.101256744	0.082293257	0.007894662	0.155351241	0.268421844	0.140985972
Mier3	0.728922917	0.808993664	0.823405094	0.899847969	1.016885601	0.99859744
Mitf	-0.800691067	-0.915183778	-0.99085618	-0.778902437	-0.082195541	-0.546928996
Mixl1	-0.735102649	-0.753402084	-0.706251777	-1.068315983	-0.361327773	-0.915293787
Mkl1	0.554458594	0.378674684	0.55059355	0.139390938	0.485650445	0.386714232
Mkl2	0.075886252	0.074365221	0.107571738	0.063198286	0.071110791	0.193825591
Mkx	0.469017319	0.457108729	-0.281535345	-0.137796909	-0.25535334	-0.220438847
Mlf1ip	-0.069551819	-0.037948134	0.329497618	0.036322955	0.364698897	-0.182577208
Mll1	0.760106106	0.562306504	1.202990001	1.079506052	0.906951193	1.363700263
Mll3	0.214854599	0.461495532	0.658510872	0.582063461	0.692168072	0.606522165
Mll5	0.61432899	0.788402477	0.860433038	0.878812012	0.625580834	0.978092684
Mlx	0.888420447	1.034063054	0.811309603	0.798246535	0.64486845	0.621751911
Mlxip	0.890758476	0.886836739	1.090832989	1.049046304	1.006393576	1.284602162
Mlxipl	-0.980968123	-1.020738035	-1.277471237	-1.625806004	-0.574610088	-1.520793548
Mms19	0.970839069	0.936930866	1.014249924	1.263407121	0.897494183	1.253026305
Mnt	0.402201521	0.463252712	0.498110945	0.459192343	0.28646607	0.410632645
Mnx1	-2.094790994	-2.089656133	-1.680929489	-1.553924692	-0.891623783	-1.793692982
Morf4l1	2.441717513	2.314179762	2.584969334	2.543789941	2.543798364	2.5849786
Morf4l2	2.818172291	2.686559927	2.744214169	2.744211271	2.909036468	2.817210707
Mpnd	1.626368479	1.709176841	1.625807721	1.668239307	1.404528717	1.905547893
Msc	1.223060613	0.708105576	1.082325735	0.824509735	0.209937102	1.105192399
Msgn1	-0.509029163	-0.156336406	-0.576469629	-0.57646902	-0.697182769	-0.671292353
Msl3	1.348443004	1.517640136	1.443369062	1.680927714	0.960478688	1.461353032
Msx1	0.13306291	0.465011308	-0.517850572	-0.429587865	-0.487426059	-0.652651087
Msx2	-1.117222781	-1.077979558	-0.837855698	-1.236001458	-0.258616326	-0.105984248
Msx3	-0.295623893	-0.575293194	-0.570893022	-0.798246535	-0.711317562	-0.640992924
Mta1	0.412490636	0.472060015	0.339511752	0.485648837	0.314538009	0.311223479
Mta2	1.620536499	1.517640136	0.696176871	0.796082633	0.950545757	0.635196187
Mta3	0.931272767	0.98434794	0.945611887	1.273930742	0.83562316	1.180637599
Mtf1	-0.088564434	-0.129986669	-0.066362765	-0.052127587	-0.088534098	-0.099635354
Mtf2	0.431467978	0.518467371	0.469736184	0.42785825	1.11684009	0.376531067
Mxd1	-0.034755071	-0.053772724	0.018948119	0.206709869	-0.278253028	0.312880527
Mxd3	0.11873553	0.226371909	0.163346057	0.033163233	-0.014210752	-0.378225546
Mxd4	0.510825877	0.484451589	0.137797055	0.422676989	-0.10122206	0.537794354
Mxi1	1.656384711	1.795822968	1.614201894	2.060515808	0.899850949	1.915196089
Myb	-1.174757335	-1.112317589	1.079507192	-0.414066422	0.361327773	-0.473263816
Mybbp1a	2.269653132	2.251712545	2.411616913	2.011193759	2.115384383	1.687381725
Mybl1	0.414209675	0.731598068	-0.208323089	-0.117104628	-0.302950437	-0.112337382
Mybl2	0.550783456	0.626324536	0.888114127	0.400352285	1.347981111	-0.144175817
Myc	0.58413431	0.27858382	2.289634625	2.472364117	1.456812507	2.011203092
Mycbp	0.561831266	0.599670777	0.539615766	0.593307025	0.759845741	0.402064287
Mycl1	-1.226382379	-1.12110717	-1.371680895	-1.003784371	-0.144175626	-0.809125968
Mycn	0.986070244	0.97671667	1.363695375	1.321239931	0.796085269	-0.412349891
Mycs	-1.292234736	-0.868324437	-1.646656796	-1.456807683	-1.580623034	-0.999892831
Myf5	-2.525579636	-2.863538267	-3.034459122	-2.631012227	-2.047723024	-2.909040336
Myf6	-1.099798486	-1.225755779	-1.646656796	-1.707141702	-1.697181188	-1.472832094
Mynn	0.383446309	0.329890074	-0.025265325	0.419229067	0.337841172	0.354598152
Myod1	-1.581164642	-1.383432252	-1.999592273	-1.977153312	-1.707147354	-2.506504716
Myog	-0.909639624	-1.020738035	-0.795002907	-0.867290512	-0.846837135	-0.711318508
Mysm1	-0.388547847	-0.438777675	-0.273333544	-0.32949727	-0.309566866	-0.164946806
Myst2	0.192282831	0.239362277	0.606519991	0.438255217	0.552430807	0.554269408
Myst3	-0.096495342	0.007904065	0.510649749	0.296346156	0.291403076	0.324504041
Myt1	-1.70106733	-1.907810706	-1.851053488	-1.202988731	-1.68093328	-1.110998293
Myt1l	-0.968322198	-0.818866603	-1.219331611	-1.461346251	-1.351879439	-1.412980674
Mzf1	-0.120326215	-0.093401223	-0.434784851	-0.402062421	-0.39864463	-0.407201747
Nab1	0.339628853	0.30827756	0.125056965	0.301297397	0.187394806	0.237454364
Nab2	0.863012254	0.886836739	0.736914578	0.668330633	0.637125224	0.467977066
Nanog	-1.814125419	-2.089656133	-2.411616913	-1.508471379	1.748795701	-0.985733788
Nasp	0.227800904	0.295048667	0.507059186	0.288110009	1.071104578	0.03000398
Ncoa1	-0.173013028	-0.249131233	0.324502877	0.179366817	0.198653437	0.150559909
Ncoa2	0.02053442	0.075950442	0.316196053	0.322839412	0.112337232	0.521462842
Ncoa3	0.316305112	0.247501464	0.361326958	0.743128763	1.090835449	0.72252404
Ncor1	0.342975522	0.450981775	0.865000815	0.759843225	0.676235488	0.985733788
Ncor2	1.052139288	0.915183778	0.998593861	0.764054768	0.718438	0.955501804
Neurod1	-1.452801136	-1.34763974	-2.011195882	-1.915187201	0.448700876	-1.328789223
Neurod2	-0.530699669	-0.529331837	-0.554267422	-0.80041415	-0.680202543	-0.662433824
Neurod4	-1.728191975	-2.251712545	-1.548717595	-1.886754279	-2.035247788	-1.707149624
Neurod6	-2.525579636	-2.089656133	-2.472366728	-2.683361005	-2.322749673	-2.5849786
Neurog1	-1.01987535	-1.129983308	-1.602807817	-1.219330324	-1.454554335	-1.087992458
Neurog2	-1.557083329	-1.483915964	-0.489202095	-2.194277232	-2.358596392	-2.683373457
Neurog3	-1.439442298	-1.408304134	-0.526889263	-1.266899539	-0.519656105	-0.902213882
Nfat5	-0.610524719	-0.595897712	-0.163346057	-0.266784954	-0.29799675	-0.014210771
Nfatc1	-0.608625866	-0.821071323	-0.967988329	-0.403773724	-0.672278961	-0.436521178
Nfatc2	-0.322951104	-0.25402449	-0.541440888	-0.245579582	-0.556108395	-0.274973414
Nfatc3	0.849383562	0.903285249	1.379754135	1.336401934	1.168119467	1.174356497
Nfatc4	-0.410772804	-0.547578467	0.180971549	-0.356277519	-0.105984107	-0.321178665
Nfe2	-1.126062324	-1.225755779	0.642927613	-0.90694819	-0.828944559	-1.071106002
Nfe2l1	1.439442298	1.337995102	1.700480816	1.425840055	1.367680405	1.801534315
Nfe2l2	0.336285951	0.437039541	0.528702113	1.102298148	0.75774497	1.149679508
Nfe2l3	-0.266877253	-0.134770363	0.283177945	-0.131424226	-0.664397027	0.039483219
Nfia	-0.354719185	-0.285160546	0.086948942	0.15375351	-0.593308989	-0.185788632
Nfib	-0.042658262	0.068026145	1.076697131	-0.115515084	-0.288110963	-0.260249188
Nfic	0.487593077	0.805719996	0.591428586	0.519654384	-0.025265382	0.218013333
Nfil3	-0.231043318	-0.406827295	-0.498110945	-0.09170438	0.144175626	0.393525109
Nfix	0.459351208	0.371895134	0.640990626	0.813499134	0.125057247	0.602736569
Nfkb1	1.102679507	1.239162877	1.113911225	1.400336093	1.03820998	1.400342591
Nfkb2	0.745464566	0.673078178	0.201874264	0.048965752	0.179367411	0.164946806
Nfkbia	1.364165728	1.670228069	0.996008062	1.379752678	1.119775961	1.859767126
Nfkbib	0.184245551	0.09975367	0.214780519	0.148962635	0.274973048	0.125057413
Nfkbie	-0.684414682	-1.092132253	-1.817548516	-0.871885332	-0.621751084	-1.687381725
Nfx1	0.872186976	0.905654799	0.61602196	0.702212593	0.639057463	0.545098467
Nfxl1	-0.12987681	-0.071195329	-0.131424365	-0.171350898	-0.098048633	-0.058453109
Nfya	0.169807767	0.202114712	-0.121875166	0.125056833	0.080611423	0.08219565
Nfyb	1.310516359	1.30425417	1.19654179	1.344098548	1.548721088	1.171233112
Nfyc	1.329242772	1.137447958	1.325003545	1.032831781	1.29905063	0.885784882
Nhlh1	-1.159246942	-1.020738035	-1.564471118	-1.741638233	-2.220836463	-1.658902642
Nhlh2	-2.094790994	-2.443782896	-1.882161727	-2.411614367	-1.977159858	-2.101075123
Nkx1-2	-1.329242772	-1.371307773	-1.009003978	-1.062770405	-1.222641669	-0.885784882
Nkx2-1	-0.812684521	-1.483915964	-1.412975609	-0.772518472	-1.625811387	-0.960479965
Nkx2-2	-2.967008774	-1.483915964	-0.852481974	-1.668239307	-2.130139613	-2.177403114
Nkx2-3	-0.505440607	-0.361757325	-0.507059186	-0.512446938	-0.337841172	-0.017369006
Nkx2-4	-0.4646183	-0.381221445	-0.734849192	-0.888113189	-1.035518881	-0.824513561
Nkx2-5	-0.393659429	-0.324056721	-0.579264604	-0.698185483	-0.734850849	-0.589553703
Nkx2-6	-0.152208809	-0.022132943	-0.604626125	-0.668330633	-0.73691624	-0.644869307
Nkx2-9	0.582264836	0.457108729	-0.447827675	-0.317855333	-0.069527995	-0.505268147
Nkx3-1	-1.114295425	-1.483915964	-1.910343094	-1.489226687	-0.6198396	-2.425997497
Nkx3-2	-1.08269904	-1.020738035	-0.610314215	-0.567184456	-0.940704992	-0.620795886
Nkx6-1	-0.928847826	-1.225755779	-0.429588319	-0.41750696	-0.651675361	-0.522366499
Nkx6-2	-0.778105367	-1.776661616	-0.422677436	-0.36807292	-0.476794977	-0.337006298
Nkx6-3	-1.714473361	-1.776661616	-0.818992988	-1.079506052	-1.265155606	-1.472832094
Nmi	0.546199873	0.314911938	1.313772035	1.209486937	0.682190056	1.001189889
Nobox	-0.549865824	-0.482676895	-1.436744887	-1.119772253	-1.04497058	-0.798250239
Npas1	-0.665608019	-1.225755779	-0.752505793	-0.521460423	-0.8156961	-0.433052939
Npas2	-0.958314926	-0.947970438	-0.614117175	-0.23258496	-0.899850949	-0.055290195
Npas3	-1.694476417	-1.402005479	-1.619977752	-1.479806121	-1.082328175	-1.105192399
Npat	-0.02053442	-0.026876747	0.226102603	0.10280881	0.221247343	0.229343531
Npm1	3.240342215	3.243083132	3.239224972	3.239221551	3.239232276	3.239236583
Nr0b1	0.580397376	0.355019232	-0.102015343	1.125672879	1.371683988	0.95054702
Nr0b2	-0.283275616	-0.208571217	-0.55059355	-0.587676031	-0.513348118	-0.798250239
Nr1d1	0.57666846	0.582757358	-0.017368944	0.730726944	-0.177763324	0.676236387
Nr1d2	0.351358972	0.227993594	0.266785236	0.631340506	0.243953855	0.443473364
Nr1h2	1.380230027	1.261431925	1.355795195	1.28818375	1.137596037	1.246175674
Nr1h3	-0.580397376	-0.482676895	-0.498110945	-0.672276735	-0.697182769	-0.855886068
Nr1h4	-0.755906438	-1.225755779	-0.844584014	-0.926107883	-0.781040015	-1.241075523
Nr1i2	-1.314225169	-1.225755779	-1.049047412	-1.328783057	-1.225962297	-1.030160249
Nr1i3	-0.828118685	-0.868324437	-0.752505793	-1.158846019	-1.55654997	-1.367682223
Nr2c1	0.195501164	0.15553644	0.052127642	0.256983643	-0.274973048	0.085364508
Nr2c2	-0.195501164	0.015808619	0.364698075	0.319515817	0.311223065	0.383315474
Nr2e1	-1.887407033	-2.292361752	-1.569808859	-1.597185661	-2.115384383	-1.443374236
Nr2e3	-0.970839069	-1.313478624	-1.614201894	-1.470514053	-1.434553902	-1.256473599
Nr2f1	0.998938286	1.188374752	0.001578917	-0.443471306	-0.350399468	0.195434458
Nr2f2	-0.265241394	-0.283515231	0.044223948	-0.239077265	-0.728673233	-0.383315474
Nr2f6	0.93370315	0.896206512	0.745207536	0.52326815	0.791768503	0.385014301
Nr3c1	-0.039496696	0.049024126	-0.082195356	-0.120284601	-0.072693765	0.090119398
Nr3c2	-1.002830794	-1.483915964	-0.895140332	-0.459192343	-1.072500201	-1.454556269
Nr4a1	1.68795767	1.722748523	1.801527857	1.886754279	1.256471929	2.035250494
Nr4a2	-0.342975522	-0.311593052	-0.230963656	-0.312879075	-0.393524586	0.042643706
Nr4a3	-0.468136798	-0.513057843	-0.743129548	-0.883453124	-1.3757095	-0.783179593
Nr5a1	-0.948401892	-0.610090643	-0.999889247	-0.759843225	-0.993431092	-0.844587041
Nr5a2	-0.739237971	-0.713179405	0.012631663	0.321177174	0.429589287	-0.123466353
Nr6a1	-0.694409734	-0.683001055	-0.346206592	-0.720476663	0.309566866	-0.420954361
Nrf1	0.2701511	0.144347024	0.368073308	0.16494604	0.45219304	0.163346643
Nrg1	-0.980968123	-0.482676895	-0.658510872	-0.476793398	-0.875346363	-0.604628293
Nrip1	-0.091736107	-0.080707256	0.104396263	0.020527318	0.048965914	0.260249188
Nrl	-1.609033745	-1.020738035	-1.080915399	-0.953017089	-1.02882346	-0.822303527
Nsd1	-0.017374935	0.061689773	0.487424959	0.431318756	0.720479049	0.483876992
Nufip1	1.475654646	1.434069329	1.489228259	1.281024978	1.734579582	1.313776744
Obox2	-1.735173944	-1.776661616	-1.741640072	-2.358588582	-2.472372303	-1.915196089
Obox3	-0.719704678	-1.483915964	-1.436744887	-1.533334736	-1.809484683	-1.344104786
Obox5	-1.234746038	-1.776661616	-0.891621772	-0.985729214	-0.971766813	-0.967991799
Obox6	-0.735102649	-0.575293194	-1.140598475	-1.259929922	-0.959231939	-1.508478379
Oip5	0.936139011	1.064037368	0.578332448	0.802585502	0.798249178	0.373145319
Olig1	0.993771496	1.298771806	-1.080915399	-1.434549152	1.355798252	1.533341851
Olig2	-0.451474134	-0.156336406	-2.384273153	-2.543789941	-0.218013043	-1.225963927
Olig3	-0.009476905	-0.660275575	-0.21155071	-0.187394186	-1.454554335	-1.763373644
Onecut1	-1.253453994	-0.947970438	-1.734575671	-1.58609252	-1.649697556	-0.930955009
Onecut2	-2.011889565	-1.639585476	-1.809480603	-2.115377379	-1.915193542	-1.447825512
Onecut3	-1.647224745	-0.753402084	-0.78961382	-0.911706971	-1.072500201	-0.94807829
Optn	0.440144815	0.112470781	0.623663419	0.892792464	0.469737243	0.732789537
Osr1	-1.557083329	-1.776661616	-0.729699271	-1.090831838	-0.268421844	-1.400342591
Osr2	-1.134989958	-0.965374145	-2.087170156	-1.430181153	-1.825739636	-2.115387195
Otp	-0.443624732	-0.753402084	-0.48564935	-0.706251031	-0.746249411	-0.992145258
Otud7b	0.831451476	0.632093148	0.366385174	0.535970291	0.550594792	0.888117311
Otx1	-1.647224745	-1.225755779	-0.929738942	-0.757742461	-1.383827543	-0.686174038
Otx2	-2.372056076	-2.443782896	0.331164339	-0.009473628	1.452303497	-0.755648516
Ovol1	-1.02252373	-0.79919815	-1.408738107	-0.837854813	-0.996010308	-1.119777449
Ovol2	-0.909639624	-1.225755779	-0.311222363	-0.574608185	-0.015789848	-0.545098467
Patz1	0.692405246	0.635950473	1.038207638	0.943153565	0.938258892	1.165020109
Pawr	0.060055274	0.15713647	0.063198352	0.263515071	0.770399969	0.57275198
Pax1	-0.682423811	-0.72543149	-1.313772035	-0.83116392	-1.408741284	-1.03821136
Pax3	-0.993771496	-1.100728776	-0.034743088	-1.186959739	-0.27989413	0.543269748
Pax4	-0.599163961	-0.269560191	-0.412348413	-0.508853116	-0.546012779	-0.276613037
Pax5	-1.053507231	-0.868324437	-0.795002907	-0.629417624	-0.833392864	-0.831167777
Pax6	-1.105569629	-1.365319639	-1.113911225	-0.828941814	-0.61411856	-0.464459769
Pax7	-1.620536499	-1.34763974	1.174352288	-1.877604277	-1.528291833	-1.183795546
Pax8	-1.333043934	-1.34763974	-2.023074492	-1.404524067	-1.302705491	-1.668247048
Pax9	-0.796358051	-0.618664965	-0.245579841	-0.434784392	-1.168119467	-0.453941776
Pbrm1	1.52881551	1.695909728	1.548717595	1.328783057	1.513375133	1.452305428
Pbx1	-0.278348373	-0.112470781	0.289755977	0.012631649	-0.036323075	-0.098048763
Pbx2	0.612425757	0.496917219	0.336170003	0.281535048	0.445214132	0.633268646
Pbx3	0.597277971	0.794868884	1.412975609	1.225958238	0.84233894	0.970507811
Pbx4	-0.623878527	-0.811180883	-0.453940149	-0.346206227	-0.629419708	-0.279894502
Pbxip1	0.556298948	0.551249349	0.633266376	0.768279796	0.749374812	1.387922554
Pcbd1	1.356262823	1.483915964	0.84233704	1.54871596	0.822302433	1.009007594
Pcgf2	-0.258704943	-0.300829886	-0.258615743	-0.337840053	-0.060034702	-0.288111346
Pdlim1	-0.050564094	-0.182794016	0	-0.242327153	0.171351465	-0.120285159
Pdx1	-1.035873707	-0.624406249	-1.125674067	-0.738982307	-1.001188558	-0.768283361
Peg3	-0.43320075	-0.288453475	0.883454057	0.950542609	0.96297664	0.833393972
Pex14	1.27437148	1.345700892	1.062771527	1.140597271	0.978091384	1.022174836
Pfdn5	0.001579461	0.066441808	0.446955822	0.499896881	0.363012824	0.429589858
Pgr	-1.570350303	-1.124056147	-1.456809222	-1.643633011	-0.783178552	-1.249593718
Phc1	2.312223915	2.400578645	2.211808087	2.17739301	2.584975163	2.161112976
Phox2a	-0.2701511	-0.002371197	-0.646808787	0.105983756	-0.325335507	0.43825725
Phox2b	1.559715006	0.60345231	1.242767557	1.317496176	-1.288188015	0.662433824
Pias1	0.329611265	0.200501898	0.161746314	0.36469769	0.28153598	0.7472914
Pias2	0.716645393	0.692990933	0.753551646	1.065539131	1.23264409	0.842340059
Pias3	0.317965301	0.160337729	0.14736659	0.168147614	-0.066362915	0.462703258
Pias4	0.415929929	0.273659105	0.431319211	0.341183676	0.371453544	0.332833166
Pir	1.675129422	1.593512221	0.918884769	1.236001458	0.973028638	1.15272612
Pitx1	-0.58413431	-0.614848635	0.080611242	-0.608415375	-0.902212683	-0.714365728
Pitx2	-1.070077562	-0.974185392	-1.591616486	-1.619976041	1.161928726	-1.564476726
Pitx3	-0.612425757	-0.406827295	-0.668331339	-0.656553652	-0.569039352	-0.98829354
Pkn1	-1.496896808	-1.225755779	-0.886947319	-0.612213951	-1.02882346	-0.671292353
Pknox1	0.682423811	0.756545838	0.476793902	0.644866314	0.284821945	0.396937331
Pknox2	-0.960807801	-0.79919815	-0.169749219	-0.85361366	-0.759845741	-1.295414623
Plag1	-1.518830441	-0.829930023	-1.475145852	-0.633265707	-1.438949235	-0.718438955
Plagl1	0.244037447	-0.176369111	0.224483435	0.12346578	0.283178584	-0.904580622
Plagl2	0.166604235	0.009484921	0.208323089	0.163345885	-0.208323559	0.144175817
Plrg1	1.735173944	1.743714496	1.886756271	1.809478692	1.966301767	1.809487089
Pml	0.371580824	0.39569998	0.102808919	0.546926458	0.381617236	0.17776356
Pms1	0.718684176	0.952913773	0.558870227	0.741053956	1.024828076	0.574610852
Pou1f1	-1.533865219	-1.020738035	-2.130134809	-1.146638124	-2.1857651	-1.308222108
Pou2af1	-2.745160678	-2.443782896	-2.249033777	-2.384270635	-2.258847065	-2.130142445
Pou2f1	0.714609559	0.671101479	0.604626125	0.539615196	0.597073381	0.523270578
Pou2f2	-1.070077562	-1.092132253	-1.051776519	-0.902209696	-0.881133132	-0.890454541
Pou2f3	0.028434091	-0.002371197	-0.710301677	-0.990855134	-0.776773533	-0.748333201
Pou3f1	-0.890758476	-0.938151895	-0.650699649	-1.096547117	1.242770359	-0.935819593
Pou3f2	-0.62196413	-0.388876509	-0.563484807	-1.273930742	-1.110996816	-0.881134304
Pou3f3	-1.443866895	-1.151044737	-0.84233704	-0.970503307	-0.811311432	-0.741057394
Pou3f4	-0.426277331	-0.614848635	-0.598957374	-0.55794814	-0.824512465	-0.869589681
Pou4f1	-2.290424344	-1.599089718	-0.831164798	-1.043611219	-0.798249178	-0.61793118
Pou4f2	-2.178146316	-1.020738035	0.395229233	-1.727594284	-0.404631155	-1.87761299
Pou4f3	-1.277911851	-1.483915964	-1.165015933	-0.860432129	-1.196544489	-1.602813562
Pou5f1	3.035505739	3.038073391	2.440875629	2.817197633	2.631020938	1.955671475
Pou6f1	-0.200332442	-0.220700615	0.11392595	0.158547888	-0.147366923	0.198653701
Pou6f2	-1.159246942	-1.020738035	-1.396173815	-1.054512304	-0.971766813	-1.225963927
Ppara	-1.2431962	-1.115237977	-0.776771781	-0.654599617	-0.826726498	-0.676236387
Ppard	0.253809799	0.260558231	-0.288110314	-0.250463072	-0.332832724	-0.197043826
Pparg	-1.126062324	-1.225755779	-0.297996078	-0.496325534	0.631342597	-0.113926358
Ppargc1a	-1.915849793	-1.927310378	-1.553926333	-1.763365461	-1.674555627	-1.608484729
Ppargc1b	-0.501858492	-0.365132458	0.060034567	-0.471497927	-0.171351465	-0.015789869
Ppp1r13l	0.867590566	0.877543387	0.139391085	-0.041063221	0.329498361	0.424404789
Pqbp1	1.508993261	1.397836763	1.87760626	1.842481587	1.877610494	1.793692982
Prdm1	-1.159246942	-1.225755779	-0.618883304	0.391818886	0.120284999	-0.301298795
Prdm10	-1.368149047	-0.965374145	-1.756033284	-0.983175865	-1.543553687	-0.906952399
Prdm11	-0.245664544	-0.227993594	-0.366385174	-0.431318756	-0.443472774	-0.582066162
Prdm14	-1.814125419	-2.089656133	-1.266900877	-2.289632207	0.294698324	-2.211816015
Prdm15	0.434934813	0.426637907	0.41578652	0.213165113	0.156150771	0.28317896
Prdm16	-1.20990538	-0.959125538	-1.461347794	-0.75564501	-0.990858415	-1.13460269
Prdm2	0.484042151	0.543914873	0.672277445	0.658510176	0.608417389	0.678218594
Prdm4	1.372154002	1.249364732	1.158847243	0.99600701	1.065542659	1.006394913
Prdm5	0.858451803	0.612943791	0.855883	0.569037468	0.498112069	0.710304224
Prdm6	-0.29892425	-0.208571217	-0.639056022	0.060034504	-0.363012824	-0.256984836
Preb	1.04940924	0.908029392	0.965478389	0.869585646	0.91170999	0.943157942
Prkcb	-0.571089929	-0.690987507	-0.307910815	0.354596507	-0.576470929	-0.883457224
Prkrir	1.586641255	1.610394782	1.543550207	1.470514053	1.417241625	1.559182818
Prop1	-1.159246942	-0.753402084	-1.128639014	-1.122717719	-1.239380922	-1.43018779
Prox1	-1.778937619	-1.917470358	-1.321241326	-2.161102947	-2.161110103	-0.431320757
Prox2	-1.041265229	-0.947970438	-0.865000815	-0.77464298	-0.850221965	-0.772522057
Prpf6	0.625795193	0.665186874	1.019523705	0.846834331	0.918886841	0.755648516
Prrx1	-0.57666846	-0.779830992	-0.047385069	-0.561636959	0.390116908	0.708277826
Prrx2	-0.027644053	-0.324056721	-0.213972859	-0.255352495	0.909328038	1.011627125
Prrxl1	-0.884922402	-0.868324437	-1.140598475	-1.49398654	-1.518310185	-1.020850211
Psip1	1.480318085	1.550562234	1.602807817	1.503608284	1.778328266	1.336408136
Psmc2	1.592165451	1.535162674	1.475145852	1.363693935	1.470518922	1.299052357
Psmc3	2.507360249	2.292361752	2.358591073	2.230035481	2.411622352	2.289642832
Psmc5	2.249809493	2.179988751	2.506495732	2.115377379	2.440881134	1.977162487
Psmd9	-0.145821039	-0.187617585	-0.080611242	-0.214780292	-0.185788385	-0.235830974
Ptf1a	-1.496896808	-1.225755779	-0.95674071	-0.923694543	-1.239380922	-0.691168123
Pttg1ip	0.674486953	0.56045895	0.943154561	1.421525449	1.199762416	1.408743157
Pus1	1.810104712	1.947563432	1.720699041	1.543548577	1.202992714	1.317502289
Pyhin1	-0.643149366	-0.370202898	-2.145364903	-1.945244443	-0.690167024	-0.776774566
Rad54l2	0.058473061	0.02292354	-0.02052734	-0.121875038	0.033163343	-0.050546841
Ran	2.212570963	2.232693979	2.047718406	1.905539051	2.268875691	1.935040776
Rara	0.275067269	0.59025379	0.772519288	-0.012631649	0.27989413	-0.094876311
Rarb	-0.56460382	-0.406827295	-0.498110945	-1.834043803	-0.98317912	-0.954260929
Rarg	1.239805602	1.322815024	1.456809222	1.143612523	1.219334361	1.068320941
Rax	-0.909639624	-0.868324437	-0.379919741	-0.534150487	-0.366386	-0.764058313
Rb1	0.216470892	0.304965418	0.158548056	0.480331086	0.086949138	0.642929918
Rbak	0.912022391	0.797031669	0.747288721	0.672276735	0.420953801	0.745210207
Rbbp5	1.123106142	1.080792967	1.277471237	1.452298689	1.508476374	1.259935769
Rbbp7	2.745160678	2.747482735	2.817200608	2.909026836	3.034465965	2.683373457
Rbbp9	0.475191118	0.708105576	-0.104396263	0.221246611	0.70423272	0.368074628
Rbfox2	0.354719185	0.293398689	0.142580204	0.415786081	0.226103113	0.480333315
Rbl1	-0.13625035	-0.012646708	0.273333544	0.037902949	0.041063357	-0.033163387
Rbl2	0.279990037	0.407685294	0.554267422	0.885780772	-0.011052661	0.541442829
Rbm4	-0.067968652	-0.117244232	0.396935908	0.248834589	0.519656105	0.496327837
Rbpjl	-0.500069828	-0.363444379	-0.508853654	-0.548758799	-0.550594792	-0.476795611
Rbpms	0.168205787	0.1363656	0.326166893	0.436519152	1.085155279	0.232586039
Rcor1	1.213174694	1.14497586	1.096548275	1.239376819	0.837857587	1.199764011
Rcor2	0.796358051	0.969141276	-0.311222363	0.050546607	0.948077029	0.023686024
Rcor3	-0.356400779	-0.375282775	-0.388413879	-0.105983756	-0.381617236	-0.053708945
Rel	-0.928847826	-0.868324437	-0.760895659	-0.499896881	-0.924903608	-0.462703258
Rela	1.794305214	1.633636494	1.825735519	1.734573839	1.325006533	1.94525347
Relb	0.106020423	-0.093401223	0.535970857	0.161746143	0.322840481	0.738985737
Repin1	-1.310516359	-1.14497586	-1.256469095	-0.993427803	-0.291403076	-0.535972779
Rere	0.690403513	0.370202898	0.501685456	0.534150487	0.403775061	0.926112181
Rest	0.356400779	0.498704233	0.41922951	0.619837547	0.955500533	0.548761345
Rfx1	0.278348373	0.442257888	0.174556111	0.09011898	0.056871506	-0.048965979
Rfx2	-0.595394084	-0.454480826	-0.368073308	-0.369762093	-0.34285804	-0.331165526
Rfx3	-0.316305112	-0.298351013	-0.414066859	-0.501684926	-0.616023349	-0.734851826
Rfx4	-0.250549724	-0.231238751	-1.479807684	-0.957983495	-1.212759136	-1.266905418
Rfx5	0.641211711	0.656357858	1.212756401	1.29178782	0.778905016	1.39617882
Rfx7	1.668816462	1.62774418	1.707143505	1.631691302	1.158849856	1.674557853
